geo_id,input_percentage_of_apartments,input_percentage_of_corner_houses,input_percentage_of_semi_detached_houses,input_percentage_of_detached_houses,input_percentage_of_terraced_houses,input_households_apartments_heat_demand_reduction,input_households_corner_houses_heat_demand_reduction,input_households_semi_detached_houses_heat_demand_reduction,input_households_detached_houses_heat_demand_reduction,input_households_terraced_houses_heat_demand_reduction
GM0498,0.10503842869342442,0.14371111382213006,0.12980358667805295,0.3590337928510431,0.2624130779553495,0.27,0.21,0.18,0.11,0.21
GM0501,0.1921518987341772,0.18848101265822784,0.045063291139240506,0.09759493670886077,0.4767088607594937,0.27,0.13,0.13,0.11,0.13
GM0502,0.5491936532709065,0.10232149824424502,0.022109507088047858,0.01785017557549746,0.3085251658213032,0.17,0.21,0.13,0.17,0.21
GM0503,0.6482775186660528,0.06857897792101207,0.010729227135336387,0.007886782633064436,0.2645274936445343,0.17,0.21,0.13,0.11,0.13
GM0505,0.4353201363207889,0.1227974766151838,0.03634616779058807,0.0264484083822783,0.3790878108911609,0.17,0.21,0.13,0.17,0.21
GM0512,0.4183249908436089,0.13417165181296545,0.04877304358442193,0.051031620070809434,0.34769869368819434,0.17,0.21,0.18,0.17,0.21
GM0513,0.3978688324377137,0.13080117244748413,0.02381533952125061,0.017159257449926718,0.4303553981436248,0.17,0.13,0.13,0.11,0.13
GM0518,0.7754134908314171,0.036289145938627115,0.011372700072757268,0.008528552363833023,0.16839611079336547,0.08,0.21,0.18,0.17,0.21
GM0523,0.2460667954733646,0.15415401600883247,0.15291195142147393,0.15387800165608612,0.2929892354402429,0.17,0.21,0.09,0.11,0.21
GM0530,0.2602533340773394,0.17844986328887896,0.04318955415434406,0.0910663467440433,0.4270409017353942,0.17,0.21,0.13,0.17,0.21
GM0531,0.2368485641822793,0.1780250347705146,0.04982410210259347,0.061768796531129835,0.4735335024134828,0.17,0.21,0.13,0.17,0.21
GM0532,0.09642778873548104,0.21071663379355687,0.0992767915844839,0.19340346263423186,0.4001753232522463,0.27,0.21,0.13,0.17,0.21
GM0534,0.29361965723724964,0.1740656617798885,0.06504232913483378,0.06855255007226925,0.3987198017757588,0.17,0.21,0.13,0.11,0.21
GM0537,0.3995291616038881,0.149111482381531,0.050501215066828684,0.038198663426488456,0.3626594775212637,0.17,0.21,0.13,0.17,0.21
GM0542,0.2888924584370733,0.183037507027548,0.06489438599309293,0.05589912456830776,0.40727652397397796,0.17,0.13,0.09,0.11,0.21
GM0545,0.2740590489069191,0.1737660581473969,0.06535947712418301,0.1105476673427992,0.3762677484787018,0.17,0.21,0.09,0.11,0.21
GM0546,0.5493650848274201,0.08489624556935889,0.009239822430228157,0.006177087993392753,0.3503217591796001,0.17,0.13,0.09,0.11,0.13
GM0547,0.3997365821534409,0.15154757984853473,0.022390516957523872,0.02675337504115904,0.3995719459993415,0.17,0.13,0.13,0.17,0.21
GM0553,0.29898446833930703,0.16616885702907208,0.058841099163679814,0.060035842293906815,0.41596973317403424,0.17,0.21,0.09,0.11,0.21
GM0556,0.4949199814064679,0.1107643269805432,0.012085795869579651,0.0104920645461186,0.37173783119729065,0.17,0.21,0.18,0.17,0.21
GM0569,0.12539879475363347,0.17795108117688765,0.08755760368663594,0.2151719248493442,0.3939205955334988,0.27,0.21,0.13,0.11,0.21
GM0575,0.3801599482995395,0.13474432506664513,0.05016560303740205,0.08611357944906697,0.3488165441473463,0.17,0.13,0.09,0.11,0.21
GM0576,0.2612549240292628,0.1731851435002814,0.07597073719752391,0.11606640405177265,0.3735227912211593,0.27,0.21,0.09,0.11,0.21
GM0579,0.3451073985680191,0.1722195704057279,0.050692124105011935,0.05747016706443914,0.3745107398568019,0.17,0.21,0.13,0.11,0.21
GM0584,0.20738719423058186,0.2169379202806744,0.055355228535230484,0.07007114316343438,0.45024851379007896,0.27,0.21,0.13,0.11,0.21
GM0585,0.15423544067268766,0.1884926814076612,0.08377452507007163,0.1863905325443787,0.3871068203052009,0.27,0.21,0.09,0.11,0.21
GM0588,0.07739263134946588,0.20427294528013956,0.1081316764770002,0.26727708742097234,0.34292565947242204,0.27,0.13,0.13,0.11,0.13
GM0589,0.18097447795823665,0.17053364269141533,0.08074245939675175,0.17726218097447796,0.3904872389791184,0.17,0.21,0.09,0.11,0.21
GM0590,0.3360072544642857,0.15750558035714285,0.03662109375,0.032435825892857144,0.4374302455357143,0.17,0.21,0.13,0.17,0.21
GM0597,0.4367827039382828,0.13376827467974667,0.060145721224820224,0.0504309729034716,0.3188723272536788,0.17,0.21,0.09,0.11,0.21
GM0599,0.738145441591327,0.05645898924544832,0.011630705833646246,0.013729624601638695,0.1800352387279397,0.17,0.21,0.13,0.11,0.21
GM0603,0.7114588127013346,0.061320754716981125,0.009932504985427212,0.011313084828961498,0.2059748427672956,0.08,0.21,0.18,0.11,0.21
GM0606,0.6827662802037057,0.06105753602773865,0.011891862606999676,0.010320728139560082,0.2339635930219959,0.08,0.21,0.09,0.17,0.21
GM0610,0.3826921302703201,0.1329458437125196,0.0950272165328905,0.05517114124919273,0.33416366823507704,0.17,0.21,0.09,0.11,0.21
GM0611,0.13654119318181818,0.1827059659090909,0.09215198863636363,0.22674005681818185,0.3618607954545455,0.17,0.13,0.13,0.11,0.13
GM0613,0.1858235692844001,0.1822407281882444,0.10390239178851554,0.0984797133727123,0.4295535973661277,0.27,0.21,0.13,0.17,0.21
GM0614,0.17260677466863034,0.12739322533136965,0.07407952871870398,0.364359351988218,0.2615611192930781,0.27,0.21,0.09,0.11,0.21
GM0617,0.15569620253164554,0.1620253164556962,0.10506329113924052,0.2678481012658228,0.3093670886075949,0.17,0.21,0.09,0.11,0.21
GM0620,0.1744958481613286,0.20759193357058128,0.06488730723606169,0.1143534994068802,0.4386714116251483,0.27,0.21,0.13,0.11,0.21
GM0622,0.6156123669077037,0.0910436713545522,0.021294767408757045,0.008312930592723339,0.2637362637362637,0.17,0.21,0.13,0.11,0.21
GM0626,0.3516886290252204,0.1805567676062484,0.03429618640370015,0.0354306658521686,0.3980277511126625,0.17,0.13,0.09,0.17,0.13
GM0627,0.32078685174146304,0.16069147577280082,0.04496295665502853,0.06855147747594313,0.4050072383547645,0.17,0.21,0.13,0.11,0.21
GM0629,0.26763229363838364,0.1434449839519381,0.11974323100979345,0.12459879845280225,0.3445806929470825,0.17,0.13,0.09,0.11,0.13
GM0632,0.2670898886742111,0.16478056858956666,0.06743950685435643,0.10097525071303708,0.3997147851688288,0.27,0.21,0.13,0.17,0.21
GM0637,0.42731663685152055,0.12168157423971378,0.02076923076923077,0.022128801431127013,0.4081037567084079,0.17,0.21,0.18,0.17,0.21
GM0638,0.2155123068116772,0.17945048654836862,0.07183743560389239,0.1070406410990269,0.4261591299370349,0.27,0.13,0.09,0.11,0.21
GM0642,0.3883793540833252,0.16411357205581031,0.03717435847399746,0.032637330471265484,0.3776953849156015,0.17,0.13,0.09,0.11,0.13
GM0654,0.07545817548889118,0.1540903040851848,0.17006245520630695,0.3841507115798096,0.2162383536398075,0.32,0.21,0.13,0.11,0.21
GM0664,0.2384508990318119,0.16525587828492394,0.11048409405255878,0.1674688796680498,0.3183402489626556,0.17,0.21,0.13,0.17,0.21
GM0668,0.11568799298860648,0.12946037310629774,0.18943282834606234,0.4057843996494303,0.1596344059096031,0.17,0.21,0.13,0.11,0.21
GM0677,0.09230194319880418,0.12840059790732436,0.17294469357249626,0.4013452914798206,0.20500747384155454,0.27,0.21,0.13,0.11,0.21
GM0678,0.09003939223410241,0.15362971299943726,0.21496904895891952,0.29525417370099416,0.2461076721065466,0.27,0.21,0.13,0.17,0.21
GM0687,0.2903543307086614,0.15354330708661418,0.08301951386511469,0.09166381376241013,0.3814190345771996,0.17,0.21,0.13,0.17,0.21
GM0689,0.10857818304626816,0.16176967240797027,0.1320499831138129,0.30867950016886186,0.2889226612630868,0.17,0.21,0.09,0.11,0.21
GM0703,0.1220294020117166,0.1685641649165469,0.21509892782137724,0.26605504587155965,0.2282524593787996,0.27,0.21,0.13,0.11,0.21
GM0707,0.10913978494623656,0.17795698924731182,0.15681003584229392,0.2853046594982079,0.2707885304659498,0.17,0.21,0.09,0.11,0.21
GM0715,0.1821235305094234,0.15883560365739874,0.1184549356223176,0.21630901287553647,0.32427691733532377,0.17,0.13,0.13,0.11,0.13
GM0716,0.0986738384494111,0.2104238152647686,0.12260038950199388,0.202077343967356,0.3662246128164704,0.27,0.21,0.13,0.11,0.21
GM0717,0.11666666666666667,0.1456959706959707,0.161996336996337,0.3655677655677656,0.21007326007326008,0.17,0.13,0.13,0.11,0.21
GM0718,0.3622820085882044,0.13855052142669355,0.05604241521339059,0.06690912277626851,0.37621593199544295,0.17,0.21,0.13,0.17,0.21
GM0733,0.08663474096647801,0.1782760121898128,0.1610796691336526,0.261210274270788,0.3127993034392686,0.27,0.21,0.13,0.11,0.21
GM0736,0.1831071389164736,0.16468056934789804,0.10178748758689177,0.1553569458236787,0.3950678583250579,0.27,0.21,0.09,0.11,0.21
GM0737,0.11075511541542273,0.136386805504988,0.15779509211388626,0.3991116289230321,0.19595135804267091,0.27,0.13,0.13,0.11,0.21
GM0738,0.12301041461976812,0.12870898015327176,0.18844566712517194,0.3869129494989193,0.17292198860286892,0.32,0.21,0.13,0.11,0.21
GM0743,0.12829966081698865,0.16457749594455096,0.13891756378115322,0.28712579265595045,0.28107948680135675,0.27,0.21,0.13,0.11,0.21
GM0744,0.11539823008849558,0.1270796460176991,0.13946902654867258,0.4134513274336283,0.2046017699115044,0.17,0.21,0.13,0.11,0.21
GM0748,0.2799733865602129,0.15362608117099136,0.06526946107784433,0.10469061876247504,0.3964404524284764,0.17,0.21,0.13,0.17,0.21
GM0753,0.19340730541832024,0.17567020328824814,0.08666072730217866,0.13493156232283146,0.4093302016684215,0.27,0.21,0.13,0.17,0.21
GM0755,0.12450787401574805,0.0922736220472441,0.2428641732283465,0.40600393700787396,0.1343503937007874,0.27,0.21,0.13,0.11,0.29
GM0756,0.15348837209302327,0.1160342717258262,0.19975520195838434,0.3329253365973072,0.19779681762545898,0.27,0.21,0.13,0.11,0.21
GM0757,0.26403138201569104,0.16241701870850936,0.10681955340977672,0.15283645141822572,0.31389559444779724,0.27,0.21,0.13,0.11,0.21
GM0758,0.3812883914940677,0.1292358364687639,0.05078796475495558,0.07556287489932563,0.3631249323828872,0.17,0.13,0.09,0.11,0.21
GM0762,0.13080044264109186,0.16259682773884174,0.14953891552932494,0.2896348210992254,0.2674289929915161,0.27,0.21,0.13,0.11,0.21
GM0765,0.11345784604643044,0.15046255891080468,0.1778669924943271,0.3609705009600279,0.19724210158840985,0.17,0.13,0.13,0.11,0.13
GM0766,0.14763281532345499,0.17356342609324174,0.1312793639320564,0.17726779906035414,0.3702565955908927,0.17,0.21,0.09,0.11,0.21
GM0770,0.1506338553318419,0.14292816306239126,0.1767337807606264,0.337061894108874,0.19264230673626648,0.17,0.21,0.13,0.11,0.21
GM0772,0.3745880462666265,0.1371566291457837,0.02421055514474297,0.038662029049014515,0.4253827403938323,0.17,0.21,0.13,0.17,0.21
GM0777,0.1787086446104589,0.17849519743863393,0.05752401280683031,0.13628601921024547,0.44898612593383136,0.27,0.21,0.13,0.17,0.21
GM0779,0.1887420663822703,0.19987514306523774,0.1055041098741026,0.11622099677452917,0.3896576839038602,0.27,0.21,0.13,0.11,0.21
GM0784,0.1411459730043801,0.19299186555823725,0.12443014212925715,0.1829802449271476,0.3584517743809779,0.27,0.21,0.09,0.11,0.21
GM0785,0.15726243229935993,0.19192516001969476,0.1257508616445101,0.14741506646971936,0.3776464795667159,0.27,0.21,0.09,0.11,0.21
GM0786,0.17805688954562246,0.1834133727373476,0.11913557443664573,0.17399335057258958,0.3454008127077946,0.17,0.21,0.13,0.11,0.21
GM0788,0.13751507840772015,0.10115457521971394,0.2727899362398759,0.3622264346027917,0.12631397552989831,0.27,0.21,0.09,0.11,0.21
GM0794,0.2436064914836959,0.17173290458724816,0.061749485002260976,0.07775209767371752,0.44515902125307744,0.17,0.21,0.13,0.17,0.21
GM0796,0.3860821702378612,0.1288859557976916,0.05320284197815159,0.0795304557836502,0.3522985762026454,0.17,0.21,0.13,0.17,0.21
GM0797,0.14537896782552365,0.1778233642841719,0.11741524508745413,0.19164327359101707,0.3677391492118333,0.27,0.21,0.13,0.11,0.21
GM0798,0.10828320222119388,0.14298935677926886,0.1948172142526608,0.341817060003085,0.21209316674379144,0.27,0.21,0.13,0.11,0.21
GM0809,0.17365328109696376,0.18099902056807046,0.1406464250734574,0.17776689520078354,0.3269343780607248,0.27,0.21,0.09,0.11,0.21
GM0815,0.08668730650154799,0.11432994250331713,0.23839009287925694,0.387218045112782,0.17337461300309598,0.27,0.21,0.13,0.11,0.21
GM0820,0.13166206079747336,0.17943150414528228,0.09603237268061587,0.20795499407816814,0.3849190682984603,0.27,0.21,0.13,0.17,0.21
GM0823,0.142263759086189,0.14524922118380065,0.13278816199376947,0.35358255451713394,0.2261163032191069,0.27,0.21,0.13,0.11,0.21
GM0824,0.1831405538030144,0.1630739572379951,0.15212057483350858,0.206186470382054,0.295478443743428,0.27,0.21,0.09,0.11,0.21
GM0826,0.2585495998059665,0.16751556310130164,0.08145363408521303,0.10077613388309484,0.391705069124424,0.17,0.21,0.13,0.17,0.21
GM0828,0.2123121299529376,0.15593846465259856,0.1170993370780831,0.1882242801477658,0.3264257881686149,0.17,0.21,0.13,0.11,0.21
GM0840,0.07584475363531751,0.11643477351187365,0.2487707919238414,0.4121770059629669,0.14677267496600066,0.27,0.21,0.13,0.11,0.21
GM0845,0.11767655662348515,0.15336397826995404,0.20234015879648976,0.2796489761805265,0.2469703301295445,0.27,0.21,0.09,0.11,0.21
GM0847,0.12470054217627033,0.14285714285714285,0.15937460597654773,0.31484049930651875,0.2582272096835204,0.27,0.21,0.13,0.11,0.21
GM0848,0.1177136389360498,0.18520090548953028,0.12026032823995472,0.17091114883984154,0.4059139784946236,0.32,0.21,0.09,0.11,0.21
GM0851,0.1281706379707917,0.1755380476556495,0.1470023059185242,0.2482705611068409,0.3010184473481937,0.27,0.21,0.13,0.11,0.21
GM0852,0.14925373134328354,0.1984521835268104,0.10074626865671643,0.15105030403537867,0.40049751243781095,0.17,0.13,0.13,0.11,0.13
GM0855,0.3508822293078524,0.1307913919845802,0.04541866163609707,0.042014825143278964,0.43089289192819136,0.17,0.21,0.13,0.17,0.21
GM0856,0.2390209563004278,0.1520008664103536,0.0933015649537012,0.15422104294146316,0.3614555693940543,0.17,0.21,0.13,0.11,0.21
GM0858,0.23238710564299955,0.17554471097669944,0.13107430063921918,0.12440717575091073,0.3365867069901711,0.17,0.21,0.09,0.11,0.21
GM0861,0.19936416777766386,0.15829145728643215,0.1141421392677674,0.15229207260793765,0.3759101630601989,0.27,0.21,0.13,0.17,0.21
GM0865,0.22920144074497056,0.1866818940525345,0.10445401036633577,0.13116050250373365,0.34850215233242554,0.27,0.13,0.09,0.11,0.21
GM0866,0.15411094929167218,0.18112008473454252,0.14709386998543625,0.17542698265589832,0.3422481133324507,0.17,0.21,0.09,0.11,0.21
GM0867,0.22948837209302325,0.16288372093023254,0.11353488372093025,0.16399999999999998,0.330093023255814,0.17,0.21,0.09,0.11,0.21
GM0870,0.1071791555021713,0.19440081308324866,0.1609535249006745,0.23708768363669966,0.300378822877206,0.27,0.21,0.09,0.11,0.21
GM0873,0.10359365589239107,0.15569162818711102,0.1391286890182694,0.3247339891588035,0.27685203774342504,0.27,0.21,0.09,0.11,0.21
GM0874,0.11083621969322116,0.17054263565891473,0.16064654461487712,0.2958931222167244,0.26208147781626256,0.27,0.21,0.13,0.11,0.21
GM0879,0.11694536159335392,0.11694536159335392,0.1815954840771115,0.4074981361167324,0.1770156566194483,0.27,0.21,0.09,0.11,0.21
GM0880,0.2339517078916372,0.15709658421672554,0.1067432273262662,0.15783274440518258,0.3443757361601885,0.17,0.21,0.13,0.11,0.21
GM0881,0.09140818007136976,0.17869887455393907,0.2470491353280264,0.22920669777655775,0.25363711227010705,0.17,0.13,0.09,0.11,0.13
GM0882,0.22501509247571486,0.18637835464573846,0.15701662916415127,0.11086109434169364,0.3207288293727018,0.17,0.13,0.09,0.11,0.21
GM0888,0.2262321572852141,0.1399138163210342,0.2273094532722865,0.18112038782655532,0.2254241852949098,0.08,0.13,0.09,0.11,0.13
GM0889,0.12829554995801848,0.1554995801847187,0.20638119227539886,0.2225020990764064,0.2873215785054576,0.27,0.21,0.09,0.11,0.21
GM0893,0.06365720331511197,0.10897548933168752,0.2997707635337683,0.3755951331334861,0.15200141068594605,0.17,0.21,0.13,0.11,0.21
GM0899,0.3018399834608228,0.17248983529736062,0.14430432086003722,0.08193784025911377,0.2994280201226656,0.17,0.13,0.09,0.11,0.13
GM0907,0.11348862405200433,0.14558504875406286,0.1920368364030336,0.28196099674972913,0.2669284940411701,0.27,0.21,0.13,0.11,0.21
GM0917,0.3587502446024395,0.15763268323440524,0.07979475137520928,0.04857260887526363,0.35524971191268234,0.17,0.13,0.09,0.11,0.13
GM0928,0.3843391636742731,0.151743310552531,0.08772539480288814,0.054789760222402416,0.3214023707479053,0.08,0.13,0.09,0.11,0.21
GM0935,0.47011410536538,0.12109735372663268,0.04853928947155458,0.026349437565752202,0.3338998138706806,0.17,0.13,0.09,0.11,0.13
GM0938,0.15798045602605862,0.14692880409492787,0.2099813866914844,0.2352256863657515,0.2498836668217776,0.17,0.13,0.09,0.11,0.13
GM0944,0.12666297117516628,0.12444567627494454,0.17267184035476718,0.3131929046563193,0.26302660753880264,0.27,0.21,0.09,0.11,0.21
GM0946,0.11492210986608364,0.13883574747198688,0.17614102213719596,0.3645804864717136,0.20552063405302,0.27,0.21,0.13,0.11,0.21
GM0951,0.16472282217422607,0.1375089992800576,0.25169186465082793,0.2416126709863211,0.2044636429085673,0.17,0.13,0.09,0.11,0.13
GM0957,0.3135777050626861,0.1438288172359278,0.09882716276333688,0.11959998529357695,0.32416632964447223,0.17,0.21,0.09,0.11,0.21
GM0962,0.1392959407107967,0.1505811015664477,0.2361462017854135,0.2418729998315648,0.2321037561057773,0.17,0.13,0.09,0.11,0.13
GM0965,0.20831728917982287,0.14613015017327685,0.18713900654601465,0.19195225259915288,0.26646130150173275,0.08,0.13,0.09,0.11,0.13
GM0971,0.1616213442791175,0.15614845219770826,0.24072173764323584,0.20985120574653668,0.2316572601334017,0.17,0.13,0.09,0.11,0.13
GM0981,0.4540992546809671,0.10979821850572624,0.10779858207598618,0.1356117069623705,0.19269223777495,0.17,0.13,0.09,0.11,0.13
GM0983,0.3024940693723152,0.1577440106003291,0.08463165993460281,0.1029898912183967,0.3521403688743562,0.17,0.21,0.09,0.11,0.21
GM0984,0.17524235645041014,0.14855651432832642,0.12698412698412698,0.2349525940129967,0.31426440822413976,0.17,0.21,0.13,0.11,0.21
GM0986,0.10845460845460846,0.17515592515592515,0.2380457380457381,0.22886347886347885,0.2494802494802495,0.17,0.21,0.13,0.11,0.21
GM0988,0.2514697431817177,0.1522786544666932,0.12531494496751094,0.19480175043097733,0.27613490695310083,0.17,0.21,0.09,0.11,0.21
GM0994,0.324981667074065,0.1156196528966023,0.1789293571253972,0.19274016132974825,0.18772916157418726,0.17,0.13,0.09,0.11,0.13
GM0995,0.16782683031080173,0.18205410026256336,0.03947609452280638,0.10316297246137876,0.5074800024424497,0.27,0.21,0.29,0.24,0.21
GM1507,0.10559253570006258,0.14627069465779144,0.17437560448313136,0.33942083404449,0.23434033111452465,0.17,0.21,0.13,0.11,0.21
GM1509,0.14540179866550626,0.16164780968958514,0.19599651871192345,0.26214099216710185,0.23481288076588336,0.17,0.21,0.09,0.11,0.21
GM1525,0.2457293882550119,0.18378134467865664,0.06787855347128215,0.0752916908399407,0.42731902275510864,0.17,0.21,0.13,0.17,0.21
GM1581,0.2360018509949097,0.12795002313743634,0.23100416473854696,0.18324849606663585,0.22179546506247108,0.17,0.21,0.09,0.11,0.21
GM1586,0.15124679561873688,0.15963644838033092,0.1765711178435485,0.25339858618814576,0.25914705196923793,0.17,0.21,0.13,0.11,0.21
GM1598,0.15798536375376668,0.1452862677572105,0.12268618166164445,0.3195221696082652,0.2545200172191132,0.27,0.21,0.13,0.11,0.21
GM1621,0.16895365138705978,0.18467224605973065,0.06691023407961255,0.10425251709928204,0.475211351374315,0.32,0.21,0.18,0.17,0.21
GM1640,0.11052464228934818,0.12585055643879173,0.19294117647058825,0.3792050874403816,0.1914785373608903,0.17,0.21,0.09,0.11,0.21
GM1641,0.11095505617977527,0.1457865168539326,0.2199438202247191,0.3031835205992509,0.2201310861423221,0.17,0.13,0.09,0.11,0.13
GM1651,0.11484710114847099,0.118998201189982,0.1612010516120105,0.479728794797288,0.12522485125224853,0.17,0.13,0.13,0.11,0.21
GM1652,0.12956836798991808,0.16138941398865786,0.19588846880907373,0.3000945179584121,0.21305923125393825,0.17,0.21,0.13,0.17,0.21
GM1655,0.1223148077364116,0.16634813852151975,0.12965369620059627,0.2872104579160615,0.2944728996254109,0.27,0.21,0.09,0.11,0.21
GM1658,0.08913525498891353,0.149150036954915,0.1770879526977088,0.3388026607538803,0.2458240946045824,0.27,0.21,0.13,0.11,0.21
GM1659,0.1082030003191829,0.16682625811256516,0.20736248537078414,0.26204915416533675,0.25555910203213106,0.27,0.21,0.13,0.11,0.21
GM1663,0.05258995650454725,0.11427441676551996,0.1884143930407276,0.5268880980624753,0.11783313562672995,0.17,0.13,0.13,0.11,0.21
GM1667,0.0945292147376256,0.106810569408262,0.2478600669892073,0.3982136211388165,0.15258652772608858,0.27,0.21,0.13,0.11,0.21
GM1669,0.08177298212207765,0.1321273669734476,0.2744102401354068,0.3377763672908072,0.17391304347826084,0.27,0.13,0.09,0.11,0.21
GM1674,0.23656801365964714,0.15796812749003986,0.08656801365964713,0.1527319294251565,0.3661639157655094,0.17,0.21,0.09,0.11,0.21
GM1676,0.0907133887460384,0.16133468875201815,0.107994976977815,0.36153800155474497,0.2784189439693835,0.27,0.21,0.13,0.11,0.21
GM1680,0.08301509365339152,0.08374249863611566,0.23331514820876526,0.4970903800691035,0.10283687943262412,0.17,0.21,0.13,0.11,0.21
GM1681,0.06701742280489907,0.06865620148352597,0.2166637916163533,0.5572710022425392,0.09039158185268242,0.17,0.21,0.13,0.11,0.21
GM1684,0.19803975451131264,0.16460566089585052,0.11990473573326005,0.20261976733534853,0.31483008152422826,0.27,0.21,0.13,0.11,0.21
GM1685,0.11239993465120078,0.13396503839241955,0.18836791373958506,0.3721614115340631,0.1931057016827316,0.27,0.21,0.13,0.11,0.21
GM1690,0.12419721371405988,0.10048414188321313,0.18268945756348187,0.492836676217765,0.09979251062148008,0.17,0.21,0.13,0.11,0.21
GM1695,0.08159090909090909,0.1475,0.14,0.3684090909090909,0.2625,0.27,0.13,0.09,0.11,0.13
GM1696,0.15236031282389526,0.19466691793083954,0.11730896070856495,0.19381890134740407,0.34184490718929617,0.17,0.13,0.13,0.11,0.21
GM1699,0.11874829188302816,0.13425799398742827,0.19158239956272205,0.3656053566548237,0.1898059579119978,0.17,0.21,0.13,0.11,0.21
GM1700,0.13563673708920188,0.137837441314554,0.2041519953051643,0.3230633802816901,0.19931044600938969,0.17,0.21,0.13,0.11,0.21
