geo_id,energy_greengas_gasification_dry_biomass_energy_distribution_greengas_child_share,energy_greengas_gasification_wet_biomass_energy_distribution_greengas_child_share,energy_greengas_upgrade_biogas_energy_distribution_greengas_child_share,input_energy_chp_engine_biogas_production
BEBU4402101,0,0,1,0
BEGM11002,0,0,1,0
BU00090000,0,0,1,0
BU00090001,0,0,1,0
BU00090002,0,0,1,0
BU00090003,0,0,1,0
BU00090005,0,0,1,0
BU00090009,0,0,1,0
BU00090100,0,0,1,0
BU00090101,0,0,1,0
BU00090102,0,0,1,0
BU00090104,0,0,1,0
BU00090106,0,0,1,0
BU00090109,0,0,1,0
BU00140000,0,0,1,0
BU00140001,0,0,1,0
BU00140002,0,0,1,0
BU00140003,0,0,1,0
BU00140004,0,0,1,0
BU00140005,0,0,1,0
BU00140007,0,0,1,0
BU00140008,0,0,1,0
BU00140100,0,0,1,0
BU00140101,0,0,1,0
BU00140102,0,0,1,0
BU00140103,0,0,1,0
BU00140104,0,0,1,0
BU00140105,0,0,1,0
BU00140106,0,0,1,0
BU00140107,0,0,1,0
BU00140108,0,0,1,0
BU00140109,0,0,1,0
BU00140200,0,0,1,0
BU00140201,0,0,1,0
BU00140202,0,0,1,0
BU00140203,0,0,1,0
BU00140300,0,0,1,0
BU00140301,0,0,1,0
BU00140302,0,0,1,0
BU00140400,0,0,1,0
BU00140401,0,0,1,0
BU00140402,0,0,1,0
BU00140403,0,0,1,0
BU00140404,0,0,1,0
BU00140500,0,0,1,0
BU00140501,0,0,1,0
BU00140502,0,0,1,0
BU00140503,0,0,1,0
BU00140504,0,0,1,0
BU00140505,0,0,1,0
BU00140506,0,0,1,0
BU00140507,0,0,1,0
BU00140508,0,0,1,0
BU00140509,0,0,1,0
BU00140510,0,0,1,0
BU00140511,0,0,1,0
BU00140600,0,0,1,0
BU00140601,0,0,1,0
BU00140602,0,0,1,0
BU00140603,0,0,1,0
BU00140604,0,0,1,0
BU00140605,0,0,1,0
BU00140606,0,0,1,0
BU00140700,0,0,1,0
BU00140701,0,0,1,0
BU00140702,0,0,1,0
BU00140703,0,0,1,0
BU00140704,0,0,1,0
BU00140705,0,0,1,0
BU00140800,0,0,1,0
BU00140801,0,0,1,0
BU00140802,0,0,1,0
BU00140803,0,0,1,0
BU00140804,0,0,1,0
BU00140805,0,0,1,0
BU00140806,0,0,1,0
BU00140807,0,0,1,0
BU00140808,0,0,1,0
BU00140809,0,0,1,0
BU00140810,0,0,1,0
BU00140811,0,0,1,0
BU00140812,0,0,1,0
BU00140900,0,0,1,0
BU00140901,0,0,1,0
BU00140902,0,0,1,0
BU00140903,0,0,1,0
BU00140904,0,0,1,0
BU00140905,0,0,1,0
BU00140906,0,0,1,0
BU00140907,0,0,1,0
BU00141000,0,0,1,0
BU00141001,0,0,1,0
BU00141002,0,0,1,0
BU00141003,0,0,1,0
BU00141004,0,0,1,0
BU00141005,0,0,1,0
BU00141100,0,0,1,0
BU00141101,0,0,1,0
BU00141102,0,0,1,0
BU00141103,0,0,1,0
BU00141104,0,0,1,0
BU00141105,0,0,1,0
BU00141106,0,0,1,0
BU00141107,0,0,1,0
BU00141200,0,0,1,0
BU00141201,0,0,1,0
BU00141202,0,0,1,0
BU00141203,0,0,1,0
BU00141204,0,0,1,0
BU00141205,0,0,1,0
BU00141206,0,0,1,0
BU00141207,0,0,1,0
BU00141208,0,0,1,0
BU00141209,0,0,1,0
BU00141210,0,0,1,0
BU00141211,0,0,1,0
BU00141300,0,0,1,0
BU00141301,0,0,1,0
BU00141302,0,0,1,0
BU00141400,0,0,1,0
BU00141401,0,0,1,0
BU00141402,0,0,1,0
BU00170000,0,0,1,0
BU00170001,0,0,1,0
BU00170002,0,0,1,0
BU00170003,0,0,1,0
BU00170004,0,0,1,0
BU00170005,0,0,1,0
BU00170100,0,0,1,0
BU00170101,0,0,1,0
BU00170102,0,0,1,0
BU00170103,0,0,1,0
BU00170106,0,0,1,0
BU00170107,0,0,1,0
BU00170108,0,0,1,0
BU00170109,0,0,1,0
BU00580000,0,0,1,0
BU00580001,0,0,1,0
BU00580002,0,0,1,0
BU00580003,0,0,1,0
BU00580004,0,0,1,0
BU00580005,0,0,1,0
BU00580006,0,0,1,0
BU00580007,0,0,1,0
BU00580008,0,0,1,0
BU00580009,0,0,1,0
BU00580010,0,0,1,0
BU00580011,0,0,1,0
BU00580100,0,0,1,0
BU00580101,0,0,1,0
BU00580102,0,0,1,0
BU00580103,0,0,1,0
BU00580104,0,0,1,0
BU00580105,0,0,1,0
BU00580107,0,0,1,0
BU00580108,0,0,1,0
BU00580109,0,0,1,0
BU00580200,0,0,1,0
BU00580201,0,0,1,0
BU00580202,0,0,1,0
BU00580208,0,0,1,0
BU00580209,0,0,1,0
BU00580300,0,0,1,0
BU00580301,0,0,1,0
BU00580302,0,0,1,0
BU00580303,0,0,1,0
BU00580307,0,0,1,0
BU00580308,0,0,1,0
BU00580309,0,0,1,0
BU00580400,0,0,1,0
BU00580401,0,0,1,0
BU00580408,0,0,1,0
BU00580409,0,0,1,0
BU00580500,0,0,1,0
BU00580501,0,0,1,0
BU00580502,0,0,1,0
BU00580503,0,0,1,0
BU00580506,0,0,1,0
BU00580507,0,0,1,0
BU00580508,0,0,1,0
BU00580509,0,0,1,0
BU00580600,0,0,1,0
BU00580601,0,0,1,0
BU00580602,0,0,1,0
BU00580603,0,0,1,0
BU00580604,0,0,1,0
BU00580605,0,0,1,0
BU00580608,0,0,1,0
BU00580609,0,0,1,0
BU00580700,0,0,1,0
BU00580701,0,0,1,0
BU00580702,0,0,1,0
BU00580703,0,0,1,0
BU00580708,0,0,1,0
BU00580709,0,0,1,0
BU00590000,0,0,1,0
BU00590001,0,0,1,0
BU00590002,0,0,1,0
BU00590003,0,0,1,0
BU00590004,0,0,1,0
BU00590005,0,0,1,0
BU00590006,0,0,1,0
BU00590007,0,0,1,0
BU00590008,0,0,1,0
BU00590009,0,0,1,0
BU00590100,0,0,1,0
BU00590102,0,0,1,0
BU00590103,0,0,1,0
BU00590107,0,0,1,0
BU00590108,0,0,1,0
BU00590109,0,0,1,0
BU00590200,0,0,1,0
BU00590201,0,0,1,0
BU00590202,0,0,1,0
BU00590203,0,0,1,0
BU00590206,0,0,1,0
BU00590207,0,0,1,0
BU00590208,0,0,1,0
BU00590209,0,0,1,0
BU00600000,0,0,1,0
BU00600001,0,0,1,0
BU00600002,0,0,1,0
BU00600003,0,0,1,0
BU00600007,0,0,1,0
BU00600008,0,0,1,0
BU00600009,0,0,1,0
BU00790000,0,0,1,0
BU00790009,0,0,1,0
BU00790100,0,0,1,0
BU00790101,0,0,1,0
BU00790102,0,0,1,0
BU00790103,0,0,1,0
BU00790104,0,0,1,0
BU00790106,0,0,1,0
BU00790107,0,0,1,0
BU00790108,0,0,1,0
BU00790109,0,0,1,0
BU00790200,0,0,1,0
BU00790201,0,0,1,0
BU00790202,0,0,1,0
BU00790208,0,0,1,0
BU00790209,0,0,1,0
BU00790300,0,0,1,0
BU00790301,0,0,1,0
BU00790302,0,0,1,0
BU00790309,0,0,1,0
BU00803702,0,0,1,0
BU00880000,0,0,1,0
BU00880009,0,0,1,0
BU00900132,0,0,1,0
BU02035875,0,0,1,0
BU02160009,0,0,1,0
BU02286031,0,0,1,0
BU02360207,0,0,1,0
BU02360208,0,0,1,0
BU02670401,0,0,1,0
BU02790000,0,0,1,0
BU02790008,0,0,1,0
BU02790009,0,0,1,0
BU03070100,0,0,1,0
BU03070101,0,0,1,0
BU03070102,0,0,1,0
BU03070103,0,0,1,0
BU03070104,0,0,1,0
BU03070105,0,0,1,0
BU03070106,0,0,1,0
BU03070107,0,0,1,0
BU03070108,0,0,1,0
BU03070200,0,0,1,0
BU03070202,0,0,1,0
BU03070204,0,0,1,0
BU03070205,0,0,1,0
BU03070206,0,0,1,0
BU03070300,0,0,1,0
BU03070301,0,0,1,0
BU03070302,0,0,1,0
BU03070303,0,0,1,0
BU03070304,0,0,1,0
BU03070305,0,0,1,0
BU03070306,0,0,1,0
BU03070307,0,0,1,0
BU03070401,0,0,1,0
BU03070402,0,0,1,0
BU03070403,0,0,1,0
BU03070404,0,0,1,0
BU03070500,0,0,1,0
BU03070501,0,0,1,0
BU03070502,0,0,1,0
BU03070600,0,0,1,0
BU03070601,0,0,1,0
BU03070603,0,0,1,0
BU03070700,0,0,1,0
BU03070701,0,0,1,0
BU03070702,0,0,1,0
BU03070800,0,0,1,0
BU03070801,0,0,1,0
BU03070803,0,0,1,0
BU03070900,0,0,1,0
BU03070902,0,0,1,0
BU03070903,0,0,1,0
BU03070905,0,0,1,0
BU03071000,0,0,1,0
BU03071001,0,0,1,0
BU03071002,0,0,1,0
BU03071003,0,0,1,0
BU03071004,0,0,1,0
BU03071100,0,0,1,0
BU03071101,0,0,1,0
BU03071201,0,0,1,0
BU03071202,0,0,1,0
BU03071300,0,0,1,0
BU03071301,0,0,1,0
BU03071302,0,0,1,0
BU03071400,0,0,1,0
BU03071401,0,0,1,0
BU03071402,0,0,1,0
BU03071403,0,0,1,0
BU03071500,0,0,1,0
BU03071501,0,0,1,0
BU03071502,0,0,1,0
BU03071503,0,0,1,0
BU03071600,0,0,1,0
BU03071601,0,0,1,0
BU03071602,0,0,1,0
BU03071603,0,0,1,0
BU03071700,0,0,1,0
BU03071701,0,0,1,0
BU03071702,0,0,1,0
BU03071703,0,0,1,0
BU03071704,0,0,1,0
BU03071705,0,0,1,0
BU03071706,0,0,1,0
BU03071707,0,0,1,0
BU03071800,0,0,1,0
BU03071801,0,0,1,0
BU03071802,0,0,1,0
BU03071803,0,0,1,0
BU03071804,0,0,1,0
BU03071900,0,0,1,0
BU03071901,0,0,1,0
BU03071902,0,0,1,0
BU03071903,0,0,1,0
BU03071904,0,0,1,0
BU03071905,0,0,1,0
BU03071906,0,0,1,0
BU03072000,0,0,1,0
BU03072001,0,0,1,0
BU03072002,0,0,1,0
BU03072003,0,0,1,0
BU03072004,0,0,1,0
BU03072005,0,0,1,0
BU03072006,0,0,1,0
BU03072100,0,0,1,0
BU03072101,0,0,1,0
BU03072102,0,0,1,0
BU03072103,0,0,1,0
BU03072104,0,0,1,0
BU03072105,0,0,1,0
BU03072106,0,0,1,0
BU03072107,0,0,1,0
BU03072108,0,0,1,0
BU03072201,0,0,1,0
BU03072300,0,0,1,0
BU03072301,0,0,1,0
BU03072400,0,0,1,0
BU03072402,0,0,1,0
BU03072403,0,0,1,0
BU03072404,0,0,1,0
BU03072405,0,0,1,0
BU03072407,0,0,1,0
BU03072500,0,0,1,0
BU03072501,0,0,1,0
BU03072502,0,0,1,0
BU03072505,0,0,1,0
BU03072506,0,0,1,0
BU03072507,0,0,1,0
BU03072508,0,0,1,0
BU03072600,0,0,1,0
BU03072601,0,0,1,0
BU03072602,0,0,1,0
BU03072603,0,0,1,0
BU03072700,0,0,1,0
BU03072701,0,0,1,0
BU03072709,0,0,1,0
BU03072800,0,0,1,0
BU03072801,0,0,1,0
BU03072802,0,0,1,0
BU03072803,0,0,1,0
BU03072804,0,0,1,0
BU03072805,0,0,1,0
BU03072806,0,0,1,0
BU03072900,0,0,1,0
BU03072901,0,0,1,0
BU03072902,0,0,1,0
BU03073000,0,0,1,0
BU03073001,0,0,1,0
BU03073100,0,0,1,0
BU03073101,0,0,1,0
BU03073102,0,0,1,0
BU03073103,0,0,1,0
BU03073108,0,0,1,0
BU03080000,0,0,1,0
BU03080001,0,0,1,0
BU03080002,0,0,1,0
BU03080003,0,0,1,0
BU03080004,0,0,1,0
BU03080005,0,0,1,0
BU03080006,0,0,1,0
BU03080007,0,0,1,0
BU03080100,0,0,1,0
BU03080101,0,0,1,0
BU03080102,0,0,1,0
BU03080103,0,0,1,0
BU03080104,0,0,1,0
BU03080105,0,0,1,0
BU03080109,0,0,1,0
BU03080200,0,0,1,0
BU03080201,0,0,1,0
BU03080400,0,0,1,0
BU03080401,0,0,1,0
BU03080500,0,0,1,0
BU03080501,0,0,1,0
BU03100001,0,0,1,0
BU03100002,0,0,1,0
BU03100008,0,0,1,0
BU03100009,0,0,1,0
BU03100100,0,0,1,0
BU03100200,0,0,1,0
BU03100201,0,0,1,0
BU03100209,0,0,1,0
BU03100300,0,0,1,0
BU03100309,0,0,1,0
BU03100400,0,0,1,0
BU03100401,0,0,1,0
BU03100402,0,0,1,0
BU03100500,0,0,1,0
BU03100501,0,0,1,0
BU03100600,0,0,1,0
BU03120000,0,0,1,0
BU03120001,0,0,1,0
BU03120008,0,0,1,0
BU03120009,0,0,1,0
BU03120100,0,0,1,0
BU03120109,0,0,1,0
BU03120200,0,0,1,0
BU03120209,0,0,1,0
BU03130001,0,0,1,0
BU03130002,0,0,1,0
BU03130003,0,0,1,0
BU03130004,0,0,1,0
BU03130005,0,0,1,0
BU03130006,0,0,1,0
BU03130007,0,0,1,0
BU03130008,0,0,1,0
BU03130009,0,0,1,0
BU03130011,0,0,1,0
BU03170000,0,0,1,0
BU03170001,0,0,1,0
BU03170002,0,0,1,0
BU03170003,0,0,1,0
BU03170004,0,0,1,0
BU03170005,0,0,1,0
BU03170008,0,0,1,0
BU03170009,0,0,1,0
BU03211010,0,0,1,0
BU03211011,0,0,1,0
BU03211012,0,0,1,0
BU03211013,0,0,1,0
BU03211014,0,0,1,0
BU03211015,0,0,1,0
BU03211016,0,0,1,0
BU03211017,0,0,1,0
BU03211018,0,0,1,0
BU03211019,0,0,1,0
BU03211050,0,0,1,0
BU03211120,0,0,1,0
BU03211121,0,0,1,0
BU03211122,0,0,1,0
BU03211123,0,0,1,0
BU03211124,0,0,1,0
BU03211125,0,0,1,0
BU03211126,0,0,1,0
BU03211127,0,0,1,0
BU03211128,0,0,1,0
BU03211129,0,0,1,0
BU03211230,0,0,1,0
BU03211231,0,0,1,0
BU03211232,0,0,1,0
BU03211233,0,0,1,0
BU03211234,0,0,1,0
BU03211235,0,0,1,0
BU03211236,0,0,1,0
BU03211237,0,0,1,0
BU03211238,0,0,1,0
BU03211340,0,0,1,0
BU03211341,0,0,1,0
BU03211342,0,0,1,0
BU03211343,0,0,1,0
BU03211344,0,0,1,0
BU03211345,0,0,1,0
BU03212054,0,0,1,0
BU03212055,0,0,1,0
BU03212056,0,0,1,0
BU03212057,0,0,1,0
BU03212058,0,0,1,0
BU03212059,0,0,1,0
BU03212060,0,0,1,0
BU03212061,0,0,1,0
BU03212062,0,0,1,0
BU03212063,0,0,1,0
BU03212064,0,0,1,0
BU03212065,0,0,1,0
BU03213070,0,0,1,0
BU03213071,0,0,1,0
BU03213172,0,0,1,0
BU03214080,0,0,1,0
BU03214081,0,0,1,0
BU03214182,0,0,1,0
BU03215090,0,0,1,0
BU03215091,0,0,1,0
BU03215192,0,0,1,0
BU03215193,0,0,1,0
BU03270000,0,0,1,0
BU03270001,0,0,1,0
BU03270002,0,0,1,0
BU03270003,0,0,1,0
BU03270004,0,0,1,0
BU03270005,0,0,1,0
BU03270006,0,0,1,0
BU03270007,0,0,1,0
BU03270008,0,0,1,0
BU03270009,0,0,1,0
BU03270100,0,0,1,0
BU03270101,0,0,1,0
BU03270102,0,0,1,0
BU03270103,0,0,1,0
BU03270104,0,0,1,0
BU03270105,0,0,1,0
BU03270106,0,0,1,0
BU03270107,0,0,1,0
BU03270108,0,0,1,0
BU03270109,0,0,1,0
BU03270200,0,0,1,0
BU03270201,0,0,1,0
BU03270209,0,0,1,0
BU03270300,0,0,1,0
BU03270309,0,0,1,0
BU03270400,0,0,1,0
BU03270500,0,0,1,0
BU03270501,0,0,1,0
BU03310000,0,0,1,0
BU03310001,0,0,1,0
BU03310002,0,0,1,0
BU03310003,0,0,1,0
BU03310004,0,0,1,0
BU03310005,0,0,1,0
BU03310006,0,0,1,0
BU03310007,0,0,1,0
BU03310008,0,0,1,0
BU03310009,0,0,1,0
BU03310010,0,0,1,0
BU03310019,0,0,1,0
BU03310020,0,0,1,0
BU03310029,0,0,1,0
BU03350000,0,0,1,0
BU03350001,0,0,1,0
BU03350100,0,0,1,0
BU03350101,0,0,1,0
BU03350102,0,0,1,0
BU03350103,0,0,1,0
BU03350108,0,0,1,0
BU03350109,0,0,1,0
BU03350200,0,0,1,0
BU03350201,0,0,1,0
BU03350202,0,0,1,0
BU03350209,0,0,1,0
BU03390000,0,0,1,0
BU03390009,0,0,1,0
BU03400001,0,0,1,0
BU03400101,0,0,1,0
BU03400102,0,0,1,0
BU03400103,0,0,1,0
BU03400104,0,0,1,0
BU03400105,0,0,1,0
BU03400201,0,0,1,0
BU03400202,0,0,1,0
BU03400203,0,0,1,0
BU03400301,0,0,1,0
BU03400302,0,0,1,0
BU03400303,0,0,1,0
BU03400401,0,0,1,0
BU03400501,0,0,1,0
BU03400502,0,0,1,0
BU03400503,0,0,1,0
BU03400504,0,0,1,0
BU03400601,0,0,1,0
BU03400701,0,0,1,0
BU03400702,0,0,1,0
BU03400703,0,0,1,0
BU03400801,0,0,1,0
BU03400901,0,0,1,0
BU03401001,0,0,1,0
BU03401101,0,0,1,0
BU03401201,0,0,1,0
BU03401301,0,0,1,0
BU03401302,0,0,1,0
BU03401303,0,0,1,0
BU03401304,0,0,1,0
BU03420101,0,0,1,0
BU03420102,0,0,1,0
BU03420103,0,0,1,0
BU03420201,0,0,1,0
BU03420301,0,0,1,0
BU03420302,0,0,1,0
BU03420303,0,0,1,0
BU03420304,0,0,1,0
BU03420401,0,0,1,0
BU03420402,0,0,1,0
BU03420403,0,0,1,0
BU03420404,0,0,1,0
BU03420405,0,0,1,0
BU03420501,0,0,1,0
BU03420601,0,0,1,0
BU03420602,0,0,1,0
BU03420604,0,0,1,0
BU03420605,0,0,1,0
BU03420606,0,0,1,0
BU03420701,0,0,1,0
BU03420702,0,0,1,0
BU03420703,0,0,1,0
BU03420704,0,0,1,0
BU03420705,0,0,1,0
BU03420706,0,0,1,0
BU03420801,0,0,1,0
BU03420802,0,0,1,0
BU03420803,0,0,1,0
BU03420804,0,0,1,0
BU03440111,0,0,1,0
BU03440112,0,0,1,0
BU03440113,0,0,1,0
BU03440114,0,0,1,0
BU03440121,0,0,1,0
BU03440122,0,0,1,0
BU03440123,0,0,1,0
BU03440124,0,0,1,0
BU03440131,0,0,1,0
BU03440132,0,0,1,0
BU03440133,0,0,1,0
BU03440211,0,0,1,0
BU03440212,0,0,1,0
BU03440221,0,0,1,0
BU03440222,0,0,1,0
BU03440223,0,0,1,0
BU03440224,0,0,1,0
BU03440231,0,0,1,0
BU03440232,0,0,1,0
BU03440233,0,0,1,0
BU03440241,0,0,1,0
BU03440242,0,0,1,0
BU03440243,0,0,1,0
BU03440244,0,0,1,0
BU03440311,0,0,1,0
BU03440312,0,0,1,0
BU03440321,0,0,1,0
BU03440322,0,0,1,0
BU03440331,0,0,1,0
BU03440332,0,0,1,0
BU03440333,0,0,1,0
BU03440341,0,0,1,0
BU03440342,0,0,1,0
BU03440343,0,0,1,0
BU03440411,0,0,1,0
BU03440412,0,0,1,0
BU03440413,0,0,1,0
BU03440414,0,0,1,0
BU03440415,0,0,1,0
BU03440421,0,0,1,0
BU03440422,0,0,1,0
BU03440423,0,0,1,0
BU03440431,0,0,1,0
BU03440432,0,0,1,0
BU03440433,0,0,1,0
BU03440511,0,0,1,0
BU03440512,0,0,1,0
BU03440521,0,0,1,0
BU03440522,0,0,1,0
BU03440523,0,0,1,0
BU03440524,0,0,1,0
BU03440525,0,0,1,0
BU03440526,0,0,1,0
BU03440531,0,0,1,0
BU03440532,0,0,1,0
BU03440533,0,0,1,0
BU03440534,0,0,1,0
BU03440535,0,0,1,0
BU03440611,0,0,1,0
BU03440612,0,0,1,0
BU03440613,0,0,1,0
BU03440621,0,0,1,0
BU03440622,0,0,1,0
BU03440623,0,0,1,0
BU03440624,0,0,1,0
BU03440625,0,0,1,0
BU03440626,0,0,1,0
BU03440627,0,0,1,0
BU03440628,0,0,1,0
BU03440711,0,0,1,0
BU03440712,0,0,1,0
BU03440721,0,0,1,0
BU03440722,0,0,1,0
BU03440723,0,0,1,0
BU03440731,0,0,1,0
BU03440732,0,0,1,0
BU03440733,0,0,1,0
BU03440811,0,0,1,0
BU03440812,0,0,1,0
BU03440821,0,0,1,0
BU03440822,0,0,1,0
BU03440823,0,0,1,0
BU03440831,0,0,1,0
BU03440832,0,0,1,0
BU03440911,0,0,1,0
BU03440912,0,0,1,0
BU03440913,0,0,1,0
BU03440921,0,0,1,0
BU03440922,0,0,1,0
BU03440931,0,0,1,0
BU03440932,0,0,1,0
BU03440933,0,0,1,0
BU03440934,0,0,1,0
BU03440941,0,0,1,0
BU03440942,0,0,1,0
BU03440943,0,0,1,0
BU03440951,0,0,1,0
BU03440952,0,0,1,0
BU03440953,0,0,1,0
BU03441011,0,0,1,0
BU03441012,0,0,1,0
BU03441013,0,0,1,0
BU03441014,0,0,1,0
BU03441021,0,0,1,0
BU03441022,0,0,1,0
BU03441023,0,0,1,0
BU03441024,0,0,1,0
BU03441031,0,0,1,0
BU03441032,0,0,1,0
BU03441033,0,0,1,0
BU03441041,0,0,1,0
BU03450000,0,0,1,0
BU03450001,0,0,1,0
BU03450002,0,0,1,0
BU03450003,0,0,1,0
BU03450100,0,0,1,0
BU03450101,0,0,1,0
BU03450102,0,0,1,0
BU03450103,0,0,1,0
BU03450104,0,0,1,0
BU03450105,0,0,1,0
BU03450200,0,0,1,0
BU03450201,0,0,1,0
BU03450202,0,0,1,0
BU03450203,0,0,1,0
BU03450204,0,0,1,0
